#,Job_ID,Reserved,v1: Lighting Electricity [kWh],s1: Electricity [kWh],s1: normalized,t1: Heating [kWh],t2: Cooling [kWh]
0,LHS-000156,,51790.75199999999,155812.85549999998,0.1860428516666666,69743.01078915695,39958.98608602528
0,LHS-000981,,35626.032,151474.338,0.17158112666666664,73401.89340744527,55952.19299080834
0,LHS-000984,,35195.472,116598.528,0.05532842666666669,150334.597274245,19129.35169504706
0,LHS-000159,,35626.032,82736.928,0.0,51588.00761875278,50006.92543080944
0,LHS-000983,,84981.31199999999,199362.5055,0.3312083516666667,32647.921908371114,54432.63841492527
0,LHS-000158,,68386.03199999999,104550.993,0.015169976666666673,65899.24650852694,26502.46586104764
0,LHS-000153,,18600.192,87743.2905,0.0,95050.16444582777,24620.612980886082
0,LHS-000152,,78288.912,121317.40800000001,0.0710580266666667,60025.393746706104,34413.012560918054
0,LHS-000980,,84981.31199999999,199362.5055,0.3312083516666667,87282.01260617528,31418.59913619639
0,LHS-000155,,102868.272,149979.16799999998,0.1665972266666666,74146.39929409916,31681.82082246778
0,LHS-000154,,69247.152,162182.98799999998,0.2072766266666666,20735.95436854369,49808.17285157223
0,LHS-000151,,35195.472,71360.433,0.0,85746.56747625473,10336.975482964694
