#,Job_ID,Reserved,v1: Lighting Electricity [kWh],s1: Electricity [kWh],s1: normalized,t1: Heating [kWh],t2: Cooling [kWh]
0,LHS-000150,,101576.59199999999,148100.643,0.1603354766666667,133670.44804318473,12758.276374117168
0,LHS-000589,,102868.272,218716.57799999998,0.3957219266666666,131049.72982892557,31600.504316343333
0,LHS-000587,,51790.75199999999,110574.7605,0.03524920166666668,76757.17633085388,34266.57137894972
0,LHS-000588,,51790.75199999999,133193.808,0.11064602666666663,58163.82591107555,35882.04487957806
0,LHS-000585,,78288.912,100956.43800000001,0.0031881266666666974,92900.84244034805,16776.260778595806
0,LHS-000586,,35195.472,104338.5705,0.014461901666666672,58801.87077161944,61279.41019827416
0,LHS-000583,,86057.712,201906.01799999998,0.3396867266666666,85648.69224988473,50579.67565497528
0,LHS-000584,,84981.31199999999,189003.41549999997,0.29667805166666655,134768.83881568583,26653.290552987917
0,LHS-000581,,68386.03199999999,127170.0405,0.09056680166666668,69620.57069405916,41126.81409894
0,LHS-000582,,78288.912,141678.378,0.13892792666666665,39948.010298195004,27584.492814928555
0,LHS-000969,,35195.472,104338.5705,0.014461901666666672,24919.94362960914,54056.90979349083
0,LHS-000580,,35195.472,139217.5755,0.13072525166666668,43630.973673986395,48634.04164845278
0,LHS-000967,,84981.31199999999,154124.4105,0.18041470166666665,54432.61340765028,49400.128736606945
0,LHS-000968,,18815.472,65926.368,0.0,60708.402496044444,7938.132678659722
0,LHS-000977,,63350.352,147100.788,0.15700262666666667,60011.91260357778,38426.837877194164
0,LHS-000976,,86057.712,178993.54799999998,0.2633118266666666,137044.00071069805,34736.31539403222
0,LHS-000975,,51790.75199999999,110574.7605,0.03524920166666668,130649.7986360311,20587.048236894807
0,LHS-000974,,51790.75199999999,166171.94549999997,0.22057315166666658,29507.31450521111,35488.69160921639
0,LHS-000973,,78288.912,162039.348,0.20679782666666666,99477.62009126444,52583.117226058894
0,LHS-000169,,101576.59199999999,205598.69549999997,0.3519956516666666,45629.66809420805,43337.98640829222
0,LHS-000972,,78288.912,121317.40800000001,0.0710580266666667,42973.116050659446,29031.727791372225
0,LHS-000168,,18534.672000000002,102285.10800000001,0.007617026666666691,99079.83144988639,46710.59212810527
0,LHS-000971,,18534.672000000002,61563.168000000005,0.0,53532.734765049994,7704.028293957111
0,LHS-000167,,51790.75199999999,133193.808,0.11064602666666663,197777.96322929973,13174.533113375111
0,LHS-000970,,68386.03199999999,172408.13549999997,0.2413604516666666,69106.67097734695,27433.512100365195
0,LHS-000166,,78288.912,141678.378,0.13892792666666665,134358.9566595289,15526.659924489915
0,LHS-000306,,101576.59199999999,170719.6905,0.23573230166666664,164010.99531478804,17564.462649544304
0,LHS-000165,,52436.592,99547.488,0.0,115864.30090227335,7744.880887119333
0,LHS-000305,,18600.192,87743.2905,0.0,63972.77020646416,51196.48995464278
0,LHS-000164,,68386.03199999999,137529.1305,0.12509710166666665,25150.343289235778,75749.98543952472
0,LHS-000304,,93227.472,156616.938,0.18872312666666666,168779.58860066946,34761.1882447825
0,LHS-000163,,52436.592,145372.428,0.1512414266666667,142860.76463648555,38911.54888240695
0,LHS-000303,,35195.472,93979.4805,0.0,19967.306189335945,44281.10517191695
0,LHS-000162,,18534.672000000002,102285.10800000001,0.007617026666666691,170409.9653464264,6662.753539398472
0,LHS-000302,,18600.192,132981.3855,0.10993795166666669,162595.90221391665,17941.552303441666
0,LHS-000161,,84981.31199999999,143765.3205,0.14588440166666666,28906.40964159111,48897.17657853445
0,LHS-000301,,35195.472,126957.618,0.08985872666666668,108059.44849769141,23957.710236081668
0,LHS-000160,,48411.791999999994,132162.228,0.10720742666666667,25625.765471050552,42162.827140853056
0,LHS-000300,,68386.03199999999,104550.993,0.015169976666666673,20730.490483741753,42557.71807892751
0,LHS-000552,,93227.472,176977.908,0.25659302666666667,7303.389113513889,126722.70502978195
0,LHS-000553,,33473.232,56140.758,0.0,96185.28270484695,11608.65308285511
0,LHS-000554,,101576.59199999999,137741.553,0.1258051766666667,23539.724845781664,74367.64625804333
0,LHS-000555,,18815.472,111751.308,0.039171026666666685,122182.06264816805,8506.214770569222
0,LHS-000556,,84981.31199999999,176743.45799999998,0.2558115266666666,72220.60267773917,42518.336908549994
0,LHS-000557,,35195.472,116598.528,0.05532842666666669,77624.40904376472,44915.05444851584
0,LHS-000558,,35195.472,149576.66549999997,0.16525555166666658,83288.30052388749,69064.43910293528
0,LHS-000559,,18600.192,132981.3855,0.10993795166666669,34084.42055990139,50389.96207182028
0,LHS-000956,,51790.75199999999,166171.94549999997,0.22057315166666658,93565.91638762945,40078.109585984996
0,LHS-000957,,63350.352,86017.878,0.0,30071.896144991388,39315.53991925472
0,LHS-000958,,84981.31199999999,166384.368,0.22128122666666664,36487.19414158584,68967.65738659278
0,LHS-000959,,18600.192,110362.338,0.03454112666666668,12182.913812531999,104749.21626936556
0,LHS-000550,,102868.272,218716.57799999998,0.3957219266666666,70571.79516842388,48136.61897504499
0,LHS-000551,,93227.472,115894.998,0.05298332666666669,46889.387731272225,76420.24477039582
0,LHS-000179,,84981.31199999999,166384.368,0.22128122666666664,46139.82084407862,31326.094270726666
0,LHS-000960,,33473.232,117223.668,0.057412226666666684,94098.6939206036,29419.06572116111
0,LHS-000178,,18600.192,77384.2005,0.0,113614.62888335473,9973.95001838161
0,LHS-000962,,35195.472,126957.618,0.08985872666666668,56500.12793809806,40954.439941885554
0,LHS-000961,,101576.59199999999,160360.6005,0.20120200166666666,140266.8660316867,28299.802741229443
0,LHS-000964,,52436.592,99547.488,0.0,17662.070175094388,114205.26236947389
0,LHS-000963,,69247.152,162182.98799999998,0.2072766266666666,123164.27768727306,18192.171888486748
0,LHS-000966,,86057.712,133168.608,0.11056202666666669,180005.5668490825,16519.35343108861
0,LHS-000965,,68386.03199999999,182767.2255,0.27589075166666666,10349.345332363026,111585.80371498861
0,LHS-000171,,51790.75199999999,98314.803,0.0,29505.10559510111,59354.01093300917
0,LHS-000170,,51790.75199999999,143552.89800000002,0.14517632666666672,46372.077841761115,48014.794751310284
0,LHS-000549,,48411.791999999994,71079.318,0.0,58273.16099642361,69189.82264887111
0,LHS-000173,,18534.672000000002,41202.198000000004,0.0,126287.6381592064,24785.712181094612
0,LHS-000172,,84981.31199999999,199362.5055,0.3312083516666667,15810.090771273528,67523.37436796862
0,LHS-000175,,78288.912,141678.378,0.13892792666666665,32994.91113472667,53239.877129789726
0,LHS-000174,,48411.791999999994,91440.288,0.0,69204.77173546667,35636.29869574111
0,LHS-000177,,101576.59199999999,205598.69549999997,0.3519956516666666,28726.913976766667,71687.43572438834
0,LHS-000176,,101576.59199999999,182979.648,0.27659882666666663,46662.896314729725,54595.057289954166
0,LHS-000565,,33473.232,56140.758,0.0,73744.18838435029,25589.91732918444
0,LHS-000566,,18534.672000000002,81924.138,0.0,110525.20128039083,6304.072277548445
0,LHS-000563,,35195.472,116598.528,0.05532842666666669,31508.93176883639,41160.1244061425
0,LHS-000564,,18534.672000000002,81924.138,0.0,58215.34995576722,28421.85160049278
0,LHS-000569,,35195.472,104338.5705,0.014461901666666672,143148.67267088333,10755.91209115686
0,LHS-000180,,18534.672000000002,41202.198000000004,0.0,115521.62987540361,34243.9778388575
0,LHS-000567,,68386.03199999999,127170.0405,0.09056680166666668,28092.276121344443,45639.04711367694
0,LHS-000568,,86057.712,201906.01799999998,0.3396867266666666,92460.38667026693,26081.492048592
0,LHS-000947,,51790.75199999999,155812.85549999998,0.1860428516666666,24219.335186501332,95559.92810039333
0,LHS-000948,,93227.472,156616.938,0.18872312666666666,15437.44527843039,94171.42926417667
0,LHS-000945,,52436.592,168284.898,0.22761632666666662,87750.7701941678,24417.800472146446
0,LHS-000946,,18534.672000000002,41202.198000000004,0.0,103688.62484086583,6023.759712744221
0,LHS-000561,,18600.192,132981.3855,0.10993795166666669,66697.40112043278,22667.704685066416
0,LHS-000562,,84981.31199999999,154124.4105,0.18041470166666665,101799.3879587525,22650.276945313086
0,LHS-000949,,84981.31199999999,131505.363,0.1050178766666667,94057.88129915444,14171.482944459249
0,LHS-000560,,84981.31199999999,166384.368,0.22128122666666664,27879.738020430555,48311.832262070835
0,LHS-000951,,101576.59199999999,148100.643,0.1603354766666667,64023.594072814725,23842.34821258486
0,LHS-000950,,35195.472,81719.523,0.0,160087.24536435332,15694.444446951251
0,LHS-000189,,86057.712,133168.608,0.11056202666666669,10384.79971338814,72207.62877890223
0,LHS-000955,,51790.75199999999,166171.94549999997,0.22057315166666658,53764.84853289055,41722.03885052055
0,LHS-000954,,101576.59199999999,137741.553,0.1258051766666667,59212.95929388528,42835.8044775875
0,LHS-000953,,35626.032,151474.338,0.17158112666666664,74574.80850146528,63215.820578725
0,LHS-000952,,35195.472,149576.66549999997,0.16525555166666658,150282.31526423414,21621.867428451693
0,LHS-000184,,51790.75199999999,120933.8505,0.06977950166666667,34424.99046005889,53243.68802566111
0,LHS-000183,,51790.75199999999,98314.803,0.0,83586.79373095169,25474.691080234694
0,LHS-000182,,69247.152,185095.45799999998,0.2836515266666666,132148.10792641193,19351.39726532408
0,LHS-000181,,18534.672000000002,81924.138,0.0,224322.13049841113,6530.497170212889
0,LHS-000188,,78288.912,141678.378,0.13892792666666665,25910.26529096103,41512.99005214944
0,LHS-000187,,93227.472,115894.998,0.05298332666666669,69869.54870603749,28099.929731171942
0,LHS-000186,,52436.592,122459.958,0.07486652666666667,5156.984700527417,109588.59254500971
0,LHS-000185,,35195.472,149576.66549999997,0.16525555166666658,26768.187335694947,64932.61653619555
0,LHS-000939,,101576.59199999999,137741.553,0.1258051766666667,53320.83798549055,53090.51000931583
0,LHS-000744,,63350.352,86017.878,0.0,52414.40958243,24397.464455766472
0,LHS-000938,,33473.232,56140.758,0.0,108892.16371088139,15619.213641421806
0,LHS-000743,,18600.192,122622.29550000001,0.07540765166666669,53847.45113130195,30923.85319804667
0,LHS-000746,,33473.232,117223.668,0.057412226666666684,25769.286656871027,39812.267830480276
0,LHS-000745,,18600.192,122622.29550000001,0.07540765166666669,48187.061013028884,49018.22998258417
0,LHS-000935,,69247.152,162182.98799999998,0.2072766266666666,79876.16309954834,29033.465277844167
0,LHS-000740,,51790.75199999999,110574.7605,0.03524920166666668,9305.359921490583,57784.22688767111
0,LHS-000934,,101576.59199999999,137741.553,0.1258051766666667,63049.11060821083,38649.99279700056
0,LHS-000109,,63350.352,86017.878,0.0,66640.03891369612,15764.886355906585
0,LHS-000937,,68386.03199999999,160148.17799999999,0.20049392666666663,106933.02303966194,32045.27573068
0,LHS-000742,,18600.192,87743.2905,0.0,131295.94117310306,16094.215333386777
0,LHS-000936,,102868.272,218716.57799999998,0.3957219266666666,141957.28905546945,33603.11310406139
0,LHS-000741,,48411.791999999994,111801.258,0.03933752666666667,59061.76457892278,41358.87079208973
0,LHS-000535,,68386.03199999999,172408.13549999997,0.2413604516666666,18214.175247897194,65293.00334802777
0,LHS-000534,,84981.31199999999,121146.273,0.07048757666666668,112965.58100915278,56500.118782046666
0,LHS-000537,,101576.59199999999,205598.69549999997,0.3519956516666666,48419.70530650973,32507.087641530554
0,LHS-000536,,18600.192,54765.153000000006,0.0,93225.26856046195,4344.801843527612
0,LHS-000531,,18600.192,100003.248,1.0826666666689561E-5,50623.48276209388,36998.39373471
0,LHS-000329,,18534.672000000002,61563.168000000005,0.0,30392.204372038614,90132.28687908473
0,LHS-000530,,52436.592,99547.488,0.0,187409.24069909556,8542.905283683916
0,LHS-000533,,52436.592,145372.428,0.1512414266666667,26486.060171754223,62974.74884837194
0,LHS-000532,,84981.31199999999,143765.3205,0.14588440166666666,78714.6096722089,26003.81209866875
0,LHS-000336,,84981.31199999999,143765.3205,0.14588440166666666,12432.856460776306,70440.29829487111
0,LHS-000337,,63350.352,106378.848,0.02126282666666666,184388.91674496362,8692.322504820057
0,LHS-000338,,52436.592,168284.898,0.22761632666666662,89125.23232189694,49552.41499025917
0,LHS-000110,,63350.352,147100.788,0.15700262666666667,31883.671527523333,33723.2429309075
0,LHS-000339,,48411.791999999994,111801.258,0.03933752666666667,23320.184977420056,40475.97068001917
0,LHS-000111,,101576.59199999999,137741.553,0.1258051766666667,51982.334446731395,34612.83566833555
0,LHS-000332,,102868.272,195804.10799999998,0.3193470266666666,4243.877669976805,111933.58970763777
0,LHS-000527,,18815.472,88838.838,0.0,43010.338382122776,26793.531854769943
0,LHS-000333,,68386.03199999999,160148.17799999999,0.20049392666666663,42388.84148549055,36177.070634061114
0,LHS-000528,,35195.472,149576.66549999997,0.16525555166666658,29094.90425157528,48251.77676306222
0,LHS-000334,,51790.75199999999,110574.7605,0.03524920166666668,51110.738726369156,36876.125590288335
0,LHS-000529,,101576.59199999999,205598.69549999997,0.3519956516666666,119440.31361246278,41500.08246196
0,LHS-000335,,102868.272,172891.63799999998,0.2429721266666666,70949.76130181056,30091.538931629442
0,LHS-000941,,35195.472,126957.618,0.08985872666666668,110617.64092116694,23193.676210970698
0,LHS-000116,,101576.59199999999,160360.6005,0.20120200166666666,181439.11893671166,20282.603602454248
0,LHS-000942,,78288.912,100956.43800000001,0.0031881266666666974,91554.46971093834,10842.079005358055
0,LHS-000117,,35626.032,82736.928,0.0,140780.36769248973,5755.603977463222
0,LHS-000943,,35195.472,71360.433,0.0,69240.81277917666,35493.13505953889
0,LHS-000330,,48411.791999999994,111801.258,0.03933752666666667,51847.978966314164,45207.09562704111
0,LHS-000118,,101576.59199999999,137741.553,0.1258051766666667,83088.12728593194,44198.011299075275
0,LHS-000944,,33473.232,76501.728,0.0,179850.67539994858,6725.771438268305
0,LHS-000331,,101576.59199999999,182979.648,0.27659882666666663,14382.770558248945,74242.47196304971
0,LHS-000119,,18815.472,111751.308,0.039171026666666685,98599.06622908582,27282.940371520945
0,LHS-000112,,78288.912,162039.348,0.20679782666666666,17747.54399285986,49052.78343644417
0,LHS-000736,,52436.592,99547.488,0.0,44551.85210423611,59079.69877636167
0,LHS-000113,,33473.232,96862.698,0.0,142192.8568655136,10054.532983558722
0,LHS-000737,,18534.672000000002,41202.198000000004,0.0,180091.7502733875,14711.021847188833
0,LHS-000114,,48411.791999999994,71079.318,0.0,210458.1554710261,2698.3675560625275
0,LHS-000738,,52436.592,122459.958,0.07486652666666667,134139.29262335555,35865.6862242825
0,LHS-000940,,18600.192,77384.2005,0.0,141015.78370690832,7943.056343925277
0,LHS-000115,,78288.912,100956.43800000001,0.0031881266666666974,118494.16982517333,21966.15925846414
0,LHS-000739,,33473.232,56140.758,0.0,106661.1185052725,29749.970946594167
0,LHS-000540,,93227.472,136255.968,0.12085322666666665,88425.3175815475,52607.52370986251
0,LHS-000735,,48411.791999999994,132162.228,0.10720742666666667,82256.05637751806,20352.429051384806
0,LHS-000734,,35195.472,139217.5755,0.13072525166666668,59847.113211663884,55221.22737421556
0,LHS-000929,,35195.472,81719.523,0.0,36308.87816663417,39602.455766598054
0,LHS-000733,,102868.272,195804.10799999998,0.3193470266666666,65753.21559663584,34549.703818451664
0,LHS-000928,,18600.192,132981.3855,0.10993795166666669,41525.76370203362,52552.123889533614
0,LHS-000732,,69247.152,139270.518,0.1309017266666667,87951.87201976082,30118.087343780557
0,LHS-000927,,86057.712,156081.07799999998,0.1869369266666666,13320.709948062973,62841.10745224861
0,LHS-000731,,86057.712,156081.07799999998,0.1869369266666666,107370.00087362195,17153.089975330557
0,LHS-000926,,18600.192,100003.248,1.0826666666689561E-5,61420.376371268605,56798.107104722505
0,LHS-000730,,35626.032,105649.398,0.01883132666666667,87700.38363460278,16136.782436844971
0,LHS-000925,,18815.472,88838.838,0.0,121886.03273966222,9092.284728746916
0,LHS-000924,,52436.592,122459.958,0.07486652666666667,99946.09566425806,69574.78016373917
0,LHS-000923,,84981.31199999999,176743.45799999998,0.2558115266666666,27388.391203505696,38735.20045962611
0,LHS-000548,,69247.152,185095.45799999998,0.2836515266666666,14834.53005693161,84567.37289961443
0,LHS-000547,,18600.192,65124.243,0.0,175282.8875779464,9054.654673228639
0,LHS-000546,,52436.592,122459.958,0.07486652666666667,181528.67786950833,11521.289988399805
0,LHS-000545,,51790.75199999999,87955.713,0.0,58255.515726845566,13283.742005725806
0,LHS-000544,,18600.192,54765.153000000006,0.0,194466.45539472945,2765.9034413267777
0,LHS-000543,,35626.032,105649.398,0.01883132666666667,216443.68232539363,6612.124072692305
0,LHS-000542,,18600.192,87743.2905,0.0,99355.92208728527,26523.179295065525
0,LHS-000541,,63350.352,126739.818,0.08913272666666666,83145.38762233027,15681.742370312417
0,LHS-000121,,84981.31199999999,121146.273,0.07048757666666668,30843.919427389166,65546.10042473667
0,LHS-000349,,78288.912,121317.40800000001,0.0710580266666667,41833.65937299473,59282.62263068306
0,LHS-000122,,35626.032,128561.868,0.09520622666666667,53784.432162432495,37672.838099299726
0,LHS-000347,,35626.032,82736.928,0.0,66906.58198037333,19467.562494729027
0,LHS-000120,,35626.032,151474.338,0.17158112666666664,204438.39906972693,10861.439973618084
0,LHS-000348,,18600.192,110362.338,0.03454112666666668,87886.55066724666,15137.44712948764
0,LHS-000345,,18815.472,88838.838,0.0,42111.436929821946,39553.75935515917
0,LHS-000346,,35195.472,139217.5755,0.13072525166666668,28112.182462243887,59954.06571773416
0,LHS-000538,,18600.192,87743.2905,0.0,57364.156504166385,69854.80804727307
0,LHS-000343,,86057.712,201906.01799999998,0.3396867266666666,28061.963400015,50602.455197985
0,LHS-000539,,18534.672000000002,41202.198000000004,0.0,94197.93721569583,8988.481190300083
0,LHS-000344,,35626.032,128561.868,0.09520622666666667,96708.0255314925,40105.25828587778
0,LHS-000129,,18815.472,111751.308,0.039171026666666685,155306.4452107369,11376.592369247168
0,LHS-000341,,35626.032,128561.868,0.09520622666666667,40553.70723759278,23232.768942672665
0,LHS-000932,,48411.791999999994,132162.228,0.10720742666666667,114925.2290947664,12698.538465036445
0,LHS-000342,,18534.672000000002,81924.138,0.0,126358.27021989806,14217.391046119612
0,LHS-000933,,68386.03199999999,127170.0405,0.09056680166666668,32160.844395272223,42739.71258025611
0,LHS-000729,,18600.192,54765.153000000006,0.0,42582.366405468056,20136.933709213085
0,LHS-000127,,18600.192,122622.29550000001,0.07540765166666669,128966.36353954945,12248.055027200973
0,LHS-000930,,101576.59199999999,160360.6005,0.20120200166666666,56848.41525087361,50041.97403566277
0,LHS-000128,,69247.152,185095.45799999998,0.2836515266666666,28861.994895295553,90581.372886115
0,LHS-000340,,68386.03199999999,137529.1305,0.12509710166666665,74009.03301152306,18983.95629467236
0,LHS-000931,,78288.912,141678.378,0.13892792666666665,34150.673870165556,59956.27689747
0,LHS-000727,,101576.59199999999,148100.643,0.1603354766666667,45380.225320956946,28255.938061653887
0,LHS-000125,,35195.472,116598.528,0.05532842666666669,158720.8925197536,17186.161470103056
0,LHS-000728,,102868.272,195804.10799999998,0.3193470266666666,153157.12320335585,17400.30700387828
0,LHS-000126,,68386.03199999999,127170.0405,0.09056680166666668,181441.93026401472,17170.06622769136
0,LHS-000725,,102868.272,218716.57799999998,0.3957219266666666,2196.9734186354167,167846.54796027864
0,LHS-000123,,78288.912,162039.348,0.20679782666666666,37619.87503881222,64751.94603178722
0,LHS-000726,,35195.472,116598.528,0.05532842666666669,39836.28330898888,28809.63931625333
0,LHS-000124,,35626.032,105649.398,0.01883132666666667,141970.86038641416,12761.541999592193
0,LHS-000913,,51790.75199999999,87955.713,0.0,83693.11160505944,42839.18636104667
0,LHS-000912,,35195.472,139217.5755,0.13072525166666668,145359.6813867625,19042.36489302439
0,LHS-000720,,84981.31199999999,154124.4105,0.18041470166666665,35282.57187673528,31576.92091421528
0,LHS-000915,,93227.472,115894.998,0.05298332666666669,166179.481999355,9030.969033348083
0,LHS-000914,,51790.75199999999,98314.803,0.0,110016.24666452028,21115.15508231764
0,LHS-000722,,78288.912,162039.348,0.20679782666666666,22441.669278148802,107573.51194050112
0,LHS-000917,,101576.59199999999,148100.643,0.1603354766666667,53104.27003835778,18725.184074926583
0,LHS-000721,,101576.59199999999,170719.6905,0.23573230166666664,72963.50499335861,26868.681806980778
0,LHS-000916,,78288.912,162039.348,0.20679782666666666,56132.79349975416,30584.724417951387
0,LHS-000724,,18600.192,54765.153000000006,0.0,93792.32092135666,32031.049241581666
0,LHS-000919,,68386.03199999999,127170.0405,0.09056680166666668,126564.88528279889,27323.380498317725
0,LHS-000723,,51790.75199999999,166171.94549999997,0.22057315166666658,6889.3691312260835,138621.98226363
0,LHS-000918,,68386.03199999999,172408.13549999997,0.2413604516666666,77911.85934425499,40586.93152356472
0,LHS-000308,,84981.31199999999,143765.3205,0.14588440166666666,64189.26875040472,30128.044291416114
0,LHS-000307,,86057.712,133168.608,0.11056202666666669,57009.98334373361,23112.697838008193
0,LHS-000511,,86057.712,201906.01799999998,0.3396867266666666,5719.609494369111,117723.10138344778
0,LHS-000510,,35195.472,104338.5705,0.014461901666666672,286914.05110401945,6073.575357981305
0,LHS-000309,,18815.472,88838.838,0.0,160164.54265182806,5399.857344203028
0,LHS-000513,,102868.272,195804.10799999998,0.3193470266666666,56713.89123973195,45695.9111156475
0,LHS-000512,,102868.272,172891.63799999998,0.2429721266666666,76309.35418129138,63649.07102794166
0,LHS-000515,,18600.192,100003.248,1.0826666666689561E-5,174081.80635580723,6489.782889676944
0,LHS-000514,,69247.152,185095.45799999998,0.2836515266666666,198826.0936581825,24196.685798784692
0,LHS-000505,,63350.352,106378.848,0.02126282666666666,125017.23432587777,15357.322246120611
0,LHS-000310,,51790.75199999999,133193.808,0.11064602666666663,91150.71895150862,18567.095083482945
0,LHS-000506,,51790.75199999999,166171.94549999997,0.22057315166666658,24025.305867196363,42272.22441918916
0,LHS-000311,,52436.592,99547.488,0.0,133024.30300310196,13840.842410438361
0,LHS-000507,,18534.672000000002,41202.198000000004,0.0,158928.3196624208,20123.56094938225
0,LHS-000312,,18534.672000000002,61563.168000000005,0.0,175536.83641381777,4044.890943336583
0,LHS-000508,,33473.232,76501.728,0.0,126755.36193354888,3679.5494944664447
0,LHS-000313,,18815.472,134663.778,0.11554592666666663,33424.939265263885,27290.776133209027
0,LHS-000509,,35195.472,149576.66549999997,0.16525555166666658,26393.27768405253,38703.94157174278
0,LHS-000130,,18600.192,100003.248,1.0826666666689561E-5,82070.48425907751,23662.59527326417
0,LHS-000314,,51790.75199999999,110574.7605,0.03524920166666668,79818.65224995305,19978.38257243989
0,LHS-000131,,102868.272,195804.10799999998,0.3193470266666666,109856.79529471083,23462.707220227447
0,LHS-000315,,93227.472,176977.908,0.25659302666666667,19018.278124405526,70325.44743621832
0,LHS-000132,,33473.232,76501.728,0.0,195426.1876737903,5068.367981044139
0,LHS-000316,,18600.192,100003.248,1.0826666666689561E-5,56178.48036232278,22663.756851679023
0,LHS-000133,,101576.59199999999,160360.6005,0.20120200166666666,12659.679804863472,95122.9297049
0,LHS-000317,,18815.472,65926.368,0.0,158634.59045325892,6707.020345894973
0,LHS-000714,,33473.232,117223.668,0.057412226666666684,95774.11412628084,20780.007101175248
0,LHS-000134,,68386.03199999999,149789.088,0.16596362666666664,31337.806114781386,76769.52833832416
0,LHS-000715,,68386.03199999999,127170.0405,0.09056680166666668,162055.97965660028,10616.014669568749
0,LHS-000135,,33473.232,117223.668,0.057412226666666684,24025.840993203998,25985.26608693272
0,LHS-000716,,35195.472,149576.66549999997,0.16525555166666658,98838.53105682723,18779.147493726086
0,LHS-000136,,101576.59199999999,137741.553,0.1258051766666667,112071.42625921583,17837.63786361633
0,LHS-000717,,18600.192,122622.29550000001,0.07540765166666669,86488.29360538168,24958.88911289233
0,LHS-000137,,52436.592,122459.958,0.07486652666666667,98522.18281241028,57447.664965031945
0,LHS-000718,,68386.03199999999,172408.13549999997,0.2413604516666666,25281.386036184198,111820.22208719085
0,LHS-000138,,101576.59199999999,193338.73799999998,0.3111291266666666,18987.610608581836,67639.75815554611
0,LHS-000719,,35195.472,104338.5705,0.014461901666666672,76022.9409405564,26949.330342225363
0,LHS-000139,,18600.192,65124.243,0.0,174221.79466723363,13208.595765597529
0,LHS-000920,,48411.791999999994,132162.228,0.10720742666666667,11891.6496999735,62870.36391772167
0,LHS-000921,,52436.592,122459.958,0.07486652666666667,109778.81007263584,24925.11470087803
0,LHS-000922,,35195.472,104338.5705,0.014461901666666672,62574.40365701222,23818.311150520225
0,LHS-000904,,84981.31199999999,189003.41549999997,0.29667805166666655,28271.611304789447,103983.78484141083
0,LHS-000903,,35626.032,151474.338,0.17158112666666664,102692.27228003499,30582.343741341385
0,LHS-000902,,78288.912,141678.378,0.13892792666666665,75634.23866654916,21307.59902687328
0,LHS-000901,,101576.59199999999,205598.69549999997,0.3519956516666666,15955.806776916139,80638.15539210473
0,LHS-000713,,18600.192,132981.3855,0.10993795166666669,31134.167646180835,54574.095139609446
0,LHS-000908,,84981.31199999999,189003.41549999997,0.29667805166666655,69264.70032866723,39672.34609541166
0,LHS-000712,,52436.592,99547.488,0.0,77969.66672140307,41638.865649829444
0,LHS-000907,,35626.032,128561.868,0.09520622666666667,122936.16936632001,22361.66208097828
0,LHS-000711,,18534.672000000002,81924.138,0.0,173410.6016483064,6643.232467974028
0,LHS-000906,,78288.912,141678.378,0.13892792666666665,89482.38482734139,60643.16337274362
0,LHS-000710,,69247.152,185095.45799999998,0.2836515266666666,66708.27919167417,38497.07843436972
0,LHS-000905,,35626.032,151474.338,0.17158112666666664,11629.616220368362,73657.25313421
0,LHS-000522,,102868.272,149979.16799999998,0.1665972266666666,270351.9683402636,9272.875841416333
0,LHS-000521,,33473.232,117223.668,0.057412226666666684,75525.14795217999,25847.494548273502
0,LHS-000520,,86057.712,133168.608,0.11056202666666669,53369.941809785276,27959.262690696945
0,LHS-000319,,18815.472,134663.778,0.11554592666666663,91026.42531609723,15579.64214078039
0,LHS-000318,,86057.712,156081.07799999998,0.1869369266666666,34651.21953236889,64019.151622387224
0,LHS-000909,,18534.672000000002,61563.168000000005,0.0,256476.7288573128,12949.100016873666
0,LHS-000526,,18600.192,122622.29550000001,0.07540765166666669,19705.68961700005,97932.67063410833
0,LHS-000525,,35626.032,82736.928,0.0,107494.43694681334,8821.74228294925
0,LHS-000524,,69247.152,139270.518,0.1309017266666667,17236.489836921442,52381.93414257139
0,LHS-000523,,18600.192,77384.2005,0.0,71433.80811649527,71467.61534852111
0,LHS-000518,,51790.75199999999,110574.7605,0.03524920166666668,41101.06168528306,86670.65819621446
0,LHS-000323,,101576.59199999999,160360.6005,0.20120200166666666,26558.484588867,44086.154826523605
0,LHS-000519,,101576.59199999999,193338.73799999998,0.3111291266666666,95494.55560515943,65021.90516192917
0,LHS-000140,,78288.912,121317.40800000001,0.0710580266666667,75654.06149959307,16710.43624046353
0,LHS-000324,,18600.192,65124.243,0.0,102848.68850336305,21286.027473900667
0,LHS-000516,,18534.672000000002,102285.10800000001,0.007617026666666691,107301.91809095611,34163.8896457725
0,LHS-000321,,52436.592,145372.428,0.1512414266666667,187104.0140804581,10206.198108874278
0,LHS-000517,,84981.31199999999,143765.3205,0.14588440166666666,78305.36814910639,30993.416123193332
0,LHS-000322,,68386.03199999999,127170.0405,0.09056680166666668,21332.912980388028,40912.51703126
0,LHS-000143,,78288.912,162039.348,0.20679782666666666,109260.07353222444,19218.50383418333
0,LHS-000327,,78288.912,162039.348,0.20679782666666666,42125.37719680833,53365.464741316115
0,LHS-000144,,101576.59199999999,205598.69549999997,0.3519956516666666,27808.495411629723,94832.9991440825
0,LHS-000328,,33473.232,96862.698,0.0,53419.47486893584,30008.37360963778
0,LHS-000141,,18815.472,111751.308,0.039171026666666685,88915.66885432166,13379.87935889925
0,LHS-000325,,18600.192,122622.29550000001,0.07540765166666669,57311.40812983472,53109.22643184361
0,LHS-000142,,18534.672000000002,81924.138,0.0,34361.214216043336,73770.20049315057
