#,Job_ID,WeatherFile, ModelFile, @@building_fabrics@@, @@orientation@@, @@glazing_ratio@@, @@glazing_coating@@, @@overhang@@, @@infiltration_rate@@, @@fresh_air@@, @@lighting_density@@, @@equipment_open@@, @@occupancy_open@@,Message, Warnings, Errors, Hours, Minutes, Seconds,c0: InteriorLights:Electricity [J](RunPeriod),c1: InteriorEquipment:Electricity [J](RunPeriod),c2: Heating:DistrictHeating [J](RunPeriod),c3: Cooling:DistrictCooling [J](RunPeriod)
491,LHS-000491,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,135,25, Reflective, none,0.5,0.005,20,10,12,EnergyPlus Completed Successfully,2,0,0,0,14.62,3.06E+11,1.30E+11,7.95E+10,1.17E+11
492,LHS-000492,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,135,50, Reflective, none,0.3,0.02,24,15,15,EnergyPlus Completed Successfully,2,0,0,0,10.28,3.70E+11,2.52E+11,4.55E+11,7.99E+10
493,LHS-000493,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,45,75, Non_reflective, none,0.5,0.01,20,10,6,EnergyPlus Completed Successfully,2,0,0,0,13.32,3.06E+11,1.67E+11,1.89E+11,2.96E+11
494,LHS-000494,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,0,50, Non_reflective, Overhang,0.7,0.005,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,10.17,1.27E+11,1.67E+11,5.36E+11,5.17E+10
495,LHS-000495,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,270,25, Reflective, none,0.1,0.01,16,15,12,EnergyPlus Completed Successfully,2,0,0,0,13.13,2.46E+11,2.12E+11,4.16E+10,1.65E+11
496,LHS-000496,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,45,75, Non_reflective, Overhang,0.7,0.02,20,10,12,EnergyPlus Completed Successfully,2,0,0,0,18.06,2.82E+11,8.16E+10,6.82E+11,8.87E+10
497,LHS-000497,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,135,50, Non_reflective, none,0.3,0.015,8,10,15,EnergyPlus Completed Successfully,2,0,0,0,13.38,1.21E+11,8.16E+10,2.78E+11,9.99E+10
498,LHS-000498,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,315,50, Non_reflective, none,0.1,0.015,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.08,2.46E+11,4.12E+11,1.11E+11,3.16E+11
499,LHS-000499,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,45,75, Reflective, none,0.1,0.02,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,11.58,1.28E+11,3.35E+11,2.51E+11,1.46E+11
500,LHS-000500,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,135,50, Non_reflective, Overhang,0.5,0.01,24,25,9,EnergyPlus Completed Successfully,2,0,0,0,17,3.36E+11,3.02E+11,3.95E+11,1.27E+11
501,LHS-000501,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,45,25, Non_reflective, none,0.7,0.015,8,20,9,EnergyPlus Completed Successfully,2,0,0,0,13.75,1.21E+11,2.28E+11,2.65E+11,7.81E+10
502,LHS-000502,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,225,75, Reflective, none,0.9,0.01,12,15,15,EnergyPlus Completed Successfully,2,0,0,0,10.19,1.89E+11,2.52E+11,2.35E+11,1.40E+11
503,LHS-000503,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,270,50, Non_reflective, none,0.7,0.01,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,11.01,3.06E+11,4.12E+11,1.29E+11,2.81E+11
504,LHS-000504,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,45,75, Non_reflective, none,0.9,0.02,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,12.58,3.06E+11,4.12E+11,2.02E+11,3.29E+11
505,LHS-000505,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,0,50, Reflective, none,0.9,0.01,16,15,6,EnergyPlus Completed Successfully,2,0,0,0,18.26,2.28E+11,1.55E+11,4.50E+11,5.53E+10
506,LHS-000506,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,90,25, Reflective, Overhang,0.1,0.015,12,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.22,1.86E+11,4.12E+11,8.65E+10,1.52E+11
507,LHS-000507,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,135,75, Non_reflective, Overhang,0.9,0.02,4,10,12,EnergyPlus Completed Successfully,2,0,0,0,17.19,6.67E+10,8.16E+10,5.72E+11,7.24E+10
508,LHS-000508,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,225,25, Reflective, Overhang,0.9,0.01,8,15,9,EnergyPlus Completed Successfully,2,0,0,0,15.64,1.21E+11,1.55E+11,4.56E+11,1.32E+10
509,LHS-000509,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,180,50, Reflective, Overhang,0.1,0.01,8,25,15,EnergyPlus Completed Successfully,2,0,0,0,14.6,1.27E+11,4.12E+11,9.50E+10,1.39E+11
510,LHS-000510,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,180,25, Reflective, none,0.9,0.02,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,9,1.27E+11,2.49E+11,1.03E+12,2.19E+10
511,LHS-000511,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,135,50, Reflective, none,0.1,0.005,20,25,6,EnergyPlus Completed Successfully,2,0,0,0,10.97,3.10E+11,4.17E+11,2.06E+10,4.24E+11
512,LHS-000512,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,270,75, Non_reflective, none,0.3,0.005,24,15,15,EnergyPlus Completed Successfully,2,0,0,0,8.33,3.70E+11,2.52E+11,2.75E+11,2.29E+11
513,LHS-000513,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,180,75, Reflective, Overhang,0.3,0.015,24,20,12,EnergyPlus Completed Successfully,2,0,0,0,10.06,3.70E+11,3.35E+11,2.04E+11,1.65E+11
514,LHS-000514,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,180,50, Non_reflective, Overhang,0.9,0.015,16,25,6,EnergyPlus Completed Successfully,2,0,0,0,11.51,2.49E+11,4.17E+11,7.16E+11,8.71E+10
515,LHS-000515,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,180,25, Reflective, none,0.7,0.015,4,20,12,EnergyPlus Completed Successfully,2,0,0,0,14.09,6.70E+10,2.93E+11,6.27E+11,2.34E+10
516,LHS-000516,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,90,50, Non_reflective, none,0.7,0.02,4,25,6,EnergyPlus Completed Successfully,2,0,0,0,19.69,6.67E+10,3.02E+11,3.86E+11,1.23E+11
517,LHS-000517,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,180,75, Reflective, Overhang,0.5,0.02,20,15,15,EnergyPlus Completed Successfully,2,0,0,0,20.29,3.06E+11,2.12E+11,2.82E+11,1.12E+11
518,LHS-000518,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,225,75, Non_reflective, none,0.7,0.01,12,15,15,EnergyPlus Completed Successfully,2,0,0,0,16.23,1.86E+11,2.12E+11,1.48E+11,3.12E+11
519,LHS-000519,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,135,75, Non_reflective, Overhang,0.5,0.02,24,20,6,EnergyPlus Completed Successfully,2,0,0,0,14.6,3.66E+11,3.30E+11,3.44E+11,2.34E+11
520,LHS-000520,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,135,25, Non_reflective, Overhang,0.9,0.005,20,10,6,EnergyPlus Completed Successfully,2,0,0,0,14.45,3.10E+11,1.70E+11,1.92E+11,1.01E+11
521,LHS-000521,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,225,50, Reflective, none,0.9,0.015,8,25,15,EnergyPlus Completed Successfully,2,0,0,0,17.63,1.21E+11,3.02E+11,2.72E+11,9.31E+10
522,LHS-000522,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,25, Reflective, none,0.9,0.02,24,10,6,EnergyPlus Completed Successfully,2,0,0,0,10.83,3.70E+11,1.70E+11,9.73E+11,3.34E+10
523,LHS-000523,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,180,75, Non_reflective, none,0.3,0.02,4,15,9,EnergyPlus Completed Successfully,2,0,0,0,23.33,6.70E+10,2.12E+11,2.57E+11,2.57E+11
524,LHS-000524,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,90,25, Non_reflective, none,0.3,0.01,16,15,12,EnergyPlus Completed Successfully,2,0,0,0,8.47,2.49E+11,2.52E+11,6.21E+10,1.89E+11
525,LHS-000525,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,0,25, Reflective, Overhang,0.7,0.01,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,14.8,1.28E+11,1.70E+11,3.87E+11,3.18E+10
526,LHS-000526,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,45,75, Non_reflective, Overhang,0.5,0.005,4,25,12,EnergyPlus Completed Successfully,2,0,0,0,19.02,6.70E+10,3.74E+11,7.09E+10,3.53E+11
527,LHS-000527,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,315,25, Non_reflective, none,0.5,0.01,4,15,15,EnergyPlus Completed Successfully,2,0,0,0,13.93,6.77E+10,2.52E+11,1.55E+11,9.65E+10
528,LHS-000528,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,225,50, Reflective, none,0.3,0.01,8,25,15,EnergyPlus Completed Successfully,2,0,0,0,8.72,1.27E+11,4.12E+11,1.05E+11,1.74E+11
529,LHS-000529,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,315,75, Reflective, none,0.3,0.015,24,25,9,EnergyPlus Completed Successfully,2,0,0,0,15.99,3.66E+11,3.74E+11,4.30E+11,1.49E+11
530,LHS-000530,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,135,50, Reflective, Overhang,0.1,0.02,12,10,9,EnergyPlus Completed Successfully,2,0,0,0,11.74,1.89E+11,1.70E+11,6.75E+11,3.08E+10
531,LHS-000531,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,315,75, Reflective, none,0.1,0.01,4,20,15,EnergyPlus Completed Successfully,2,0,0,0,15.28,6.70E+10,2.93E+11,1.82E+11,1.33E+11
532,LHS-000532,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,90,50, Reflective, none,0.5,0.01,20,15,6,EnergyPlus Completed Successfully,2,0,0,0,13.06,3.06E+11,2.12E+11,2.83E+11,9.36E+10
533,LHS-000533,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,90,75, Reflective, none,0.5,0.005,12,20,9,EnergyPlus Completed Successfully,2,0,0,0,10.84,1.89E+11,3.35E+11,9.53E+10,2.27E+11
534,LHS-000534,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,270,75, Non_reflective, none,0.1,0.02,20,10,6,EnergyPlus Completed Successfully,2,0,0,0,15.83,3.06E+11,1.30E+11,4.07E+11,2.03E+11
535,LHS-000535,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,135,50, Reflective, Overhang,0.1,0.01,16,25,6,EnergyPlus Completed Successfully,2,0,0,0,19.82,2.46E+11,3.74E+11,6.56E+10,2.35E+11
536,LHS-000536,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,90,25, Reflective, Overhang,0.5,0.01,4,10,9,EnergyPlus Completed Successfully,2,0,0,0,15.78,6.70E+10,1.30E+11,3.36E+11,1.56E+10
537,LHS-000537,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,270,25, Reflective, Overhang,0.5,0.02,24,25,15,EnergyPlus Completed Successfully,2,0,0,0,22.92,3.66E+11,3.74E+11,1.74E+11,1.17E+11
538,LHS-000538,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,315,75, Non_reflective, none,0.9,0.005,4,15,6,EnergyPlus Completed Successfully,2,0,0,0,11.1,6.70E+10,2.49E+11,2.07E+11,2.51E+11
539,LHS-000539,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,270,25, Non_reflective, none,0.5,0.015,4,10,12,EnergyPlus Completed Successfully,2,0,0,0,17.58,6.67E+10,8.16E+10,3.39E+11,3.24E+10
540,LHS-000540,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,0,75, Non_reflective, Overhang,0.1,0.005,24,15,9,EnergyPlus Completed Successfully,2,0,0,0,13.66,3.36E+11,1.55E+11,3.18E+11,1.89E+11
541,LHS-000541,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,90,25, Non_reflective, Overhang,0.7,0.01,16,20,6,EnergyPlus Completed Successfully,2,0,0,0,19.17,2.28E+11,2.28E+11,2.99E+11,5.65E+10
542,LHS-000542,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,45,75, Reflective, none,0.3,0.02,4,15,9,EnergyPlus Completed Successfully,2,0,0,0,10.27,6.70E+10,2.49E+11,3.58E+11,9.55E+10
543,LHS-000543,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,25, Reflective, Overhang,0.5,0.015,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,12.68,1.28E+11,2.52E+11,7.79E+11,2.38E+10
544,LHS-000544,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,135,25, Reflective, none,0.5,0.02,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,17.17,6.70E+10,1.30E+11,7.00E+11,9.96E+09
545,LHS-000545,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,135,25, Reflective, none,0.3,0.015,12,10,15,EnergyPlus Completed Successfully,2,0,0,0,15.4,1.86E+11,1.30E+11,2.10E+11,4.78E+10
546,LHS-000546,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,90,50, Reflective, none,0.9,0.015,12,15,15,EnergyPlus Completed Successfully,2,0,0,0,8.93,1.89E+11,2.52E+11,6.54E+11,4.15E+10
547,LHS-000547,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,180,75, Reflective, Overhang,0.1,0.015,4,10,9,EnergyPlus Completed Successfully,2,0,0,0,10.81,6.70E+10,1.67E+11,6.31E+11,3.26E+10
548,LHS-000548,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,0,25, Non_reflective, none,0.1,0.015,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.72,2.49E+11,4.17E+11,5.34E+10,3.04E+11
549,LHS-000549,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,180,75, Non_reflective, none,0.5,0.005,12,10,12,EnergyPlus Completed Successfully,2,0,0,0,17.99,1.74E+11,8.16E+10,2.10E+11,2.49E+11
550,LHS-000550,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,315,75, Reflective, Overhang,0.1,0.02,24,25,9,EnergyPlus Completed Successfully,2,0,0,0,14.8,3.70E+11,4.17E+11,2.54E+11,1.73E+11
551,LHS-000551,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,45,75, Non_reflective, none,0.3,0.005,24,10,6,EnergyPlus Completed Successfully,2,0,0,0,13.22,3.36E+11,8.16E+10,1.69E+11,2.75E+11
552,LHS-000552,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,135,50, Non_reflective, none,0.1,0.015,24,25,15,EnergyPlus Completed Successfully,2,0,0,0,19.12,3.36E+11,3.02E+11,2.63E+10,4.56E+11
553,LHS-000553,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,315,50, Reflective, Overhang,0.3,0.015,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,15.05,1.21E+11,8.16E+10,3.46E+11,4.18E+10
554,LHS-000554,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,135,50, Non_reflective, none,0.7,0.005,24,10,15,EnergyPlus Completed Successfully,2,0,0,0,16.19,3.66E+11,1.30E+11,8.47E+10,2.68E+11
555,LHS-000555,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,180,25, Reflective, Overhang,0.7,0.015,4,20,9,EnergyPlus Completed Successfully,2,0,0,0,11.11,6.77E+10,3.35E+11,4.40E+11,3.06E+10
556,LHS-000556,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,90,75, Reflective, none,0.9,0.02,20,20,15,EnergyPlus Completed Successfully,2,0,0,0,10.43,3.06E+11,3.30E+11,2.60E+11,1.53E+11
557,LHS-000557,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,225,50, Non_reflective, Overhang,0.1,0.02,8,20,6,EnergyPlus Completed Successfully,2,0,0,0,24.14,1.27E+11,2.93E+11,2.79E+11,1.62E+11
558,LHS-000558,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,315,75, Non_reflective, none,0.7,0.02,8,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.35,1.27E+11,4.12E+11,3.00E+11,2.49E+11
559,LHS-000559,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,180,50, Non_reflective, Overhang,0.9,0.005,4,25,15,EnergyPlus Completed Successfully,2,0,0,0,15.1,6.70E+10,4.12E+11,1.23E+11,1.81E+11
560,LHS-000560,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,0,50, Reflective, Overhang,0.7,0.005,20,20,15,EnergyPlus Completed Successfully,2,0,0,0,19.9,3.06E+11,2.93E+11,1.00E+11,1.74E+11
561,LHS-000561,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,315,50, Reflective, Overhang,0.3,0.015,4,25,12,EnergyPlus Completed Successfully,2,0,0,0,11.77,6.70E+10,4.12E+11,2.40E+11,8.16E+10
562,LHS-000562,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,0,25, Non_reflective, none,0.7,0.005,20,15,12,EnergyPlus Completed Successfully,2,0,0,0,11.83,3.06E+11,2.49E+11,3.66E+11,8.15E+10
563,LHS-000563,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,135,50, Reflective, none,0.3,0.015,8,20,15,EnergyPlus Completed Successfully,2,0,0,0,16.48,1.27E+11,2.93E+11,1.13E+11,1.48E+11
564,LHS-000564,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,90,75, Reflective, Overhang,0.3,0.02,4,20,15,EnergyPlus Completed Successfully,2,0,0,0,17.61,6.67E+10,2.28E+11,2.10E+11,1.02E+11
565,LHS-000565,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,135,50, Non_reflective, Overhang,0.3,0.015,8,10,12,EnergyPlus Completed Successfully,2,0,0,0,19.96,1.21E+11,8.16E+10,2.65E+11,9.21E+10
566,LHS-000566,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,270,25, Reflective, none,0.5,0.02,4,20,12,EnergyPlus Completed Successfully,2,0,0,0,13.95,6.67E+10,2.28E+11,3.98E+11,2.27E+10
567,LHS-000567,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,0,50, Reflective, none,0.3,0.005,16,15,15,EnergyPlus Completed Successfully,2,0,0,0,15.42,2.46E+11,2.12E+11,1.01E+11,1.64E+11
568,LHS-000568,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,0,25, Reflective, none,0.9,0.015,20,25,9,EnergyPlus Completed Successfully,2,0,0,0,13.58,3.10E+11,4.17E+11,3.33E+11,9.39E+10
569,LHS-000569,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,315,25, Reflective, none,0.7,0.015,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,13.06,1.27E+11,2.49E+11,5.15E+11,3.87E+10
570,LHS-000570,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,135,75, Reflective, Overhang,0.5,0.005,12,15,6,EnergyPlus Completed Successfully,2,0,0,0,15.46,1.89E+11,2.52E+11,2.17E+11,1.33E+11
571,LHS-000571,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,0,75, Reflective, none,0.5,0.01,4,25,9,EnergyPlus Completed Successfully,2,0,0,0,10.83,6.77E+10,4.17E+11,2.93E+11,1.28E+11
572,LHS-000572,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,90,50, Reflective, Overhang,0.7,0.005,8,10,15,EnergyPlus Completed Successfully,2,0,0,0,11.27,1.28E+11,1.70E+11,3.08E+11,3.35E+10
573,LHS-000573,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,270,75, Reflective, none,0.7,0.015,20,10,6,EnergyPlus Completed Successfully,2,0,0,0,10.45,3.06E+11,1.67E+11,4.25E+11,1.07E+11
574,LHS-000574,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,90,25, Reflective, none,0.5,0.02,8,10,9,EnergyPlus Completed Successfully,2,0,0,0,12.76,1.27E+11,1.67E+11,4.16E+11,3.17E+10
575,LHS-000575,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,270,50, Reflective, Overhang,0.9,0.015,4,15,9,EnergyPlus Completed Successfully,2,0,0,0,14.34,6.70E+10,2.49E+11,5.59E+11,2.77E+10
576,LHS-000576,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,180,75, Non_reflective, Overhang,0.9,0.02,24,10,15,EnergyPlus Completed Successfully,2,0,0,0,13.53,3.36E+11,8.16E+10,6.89E+11,9.54E+10
577,LHS-000577,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,50, Non_reflective, none,0.9,0.015,4,20,9,EnergyPlus Completed Successfully,2,0,0,0,8.77,6.77E+10,3.35E+11,7.03E+11,7.05E+10
578,LHS-000578,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,180,25, Reflective, none,0.7,0.01,16,15,12,EnergyPlus Completed Successfully,2,0,0,0,9,2.49E+11,2.52E+11,1.64E+11,9.75E+10
579,LHS-000579,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,225,75, Reflective, Overhang,0.9,0.015,24,10,12,EnergyPlus Completed Successfully,2,0,0,0,8.84,3.70E+11,1.70E+11,6.89E+11,5.90E+10
580,LHS-000580,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,180,50, Reflective, none,0.1,0.015,8,25,6,EnergyPlus Completed Successfully,2,0,0,0,17.52,1.27E+11,3.74E+11,1.57E+11,1.75E+11
581,LHS-000581,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,135,50, Non_reflective, Overhang,0.5,0.02,16,15,9,EnergyPlus Completed Successfully,2,0,0,0,18.83,2.46E+11,2.12E+11,2.51E+11,1.48E+11
582,LHS-000582,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,315,25, Reflective, Overhang,0.7,0.005,20,20,6,EnergyPlus Completed Successfully,2,0,0,0,14.71,2.82E+11,2.28E+11,1.44E+11,9.93E+10
583,LHS-000583,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,225,50, Non_reflective, none,0.1,0.02,20,25,15,EnergyPlus Completed Successfully,2,0,0,0,9.17,3.10E+11,4.17E+11,3.08E+11,1.82E+11
584,LHS-000584,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,270,50, Reflective, none,0.7,0.02,20,25,6,EnergyPlus Completed Successfully,2,0,0,0,16.9,3.06E+11,3.74E+11,4.85E+11,9.60E+10
585,LHS-000585,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,0,25, Non_reflective, none,0.9,0.02,20,10,15,EnergyPlus Completed Successfully,2,0,0,0,19.44,2.82E+11,8.16E+10,3.34E+11,6.04E+10
586,LHS-000586,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,180,75, Non_reflective, Overhang,0.5,0.01,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,11.71,1.27E+11,2.49E+11,2.12E+11,2.21E+11
587,LHS-000587,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,225,50, Non_reflective, Overhang,0.7,0.02,12,15,12,EnergyPlus Completed Successfully,2,0,0,0,23.47,1.86E+11,2.12E+11,2.76E+11,1.23E+11
588,LHS-000588,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,315,50, Reflective, none,0.7,0.005,12,20,6,EnergyPlus Completed Successfully,2,0,0,0,18.85,1.86E+11,2.93E+11,2.09E+11,1.29E+11
589,LHS-000589,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,45,50, Reflective, none,0.5,0.02,24,25,6,EnergyPlus Completed Successfully,2,0,0,0,11.02,3.70E+11,4.17E+11,4.72E+11,1.14E+11
590,LHS-000590,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,180,75, Reflective, none,0.1,0.005,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,14.52,3.10E+11,4.17E+11,1.95E+10,4.84E+11
591,LHS-000591,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,0,75, Reflective, none,0.3,0.005,12,20,15,EnergyPlus Completed Successfully,2,0,0,0,10.8,1.86E+11,3.30E+11,3.35E+11,1.19E+11
592,LHS-000592,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,90,25, Reflective, none,0.5,0.015,24,20,12,EnergyPlus Completed Successfully,2,0,0,0,13.67,3.70E+11,3.35E+11,9.99E+10,1.75E+11
593,LHS-000593,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,270,25, Non_reflective, Overhang,0.7,0.005,12,10,15,EnergyPlus Completed Successfully,2,0,0,0,8.72,1.89E+11,1.70E+11,4.77E+11,2.79E+10
594,LHS-000594,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,135,50, Non_reflective, Overhang,0.1,0.015,16,15,9,EnergyPlus Completed Successfully,2,0,0,0,18.22,2.46E+11,2.12E+11,9.86E+10,2.27E+11
595,LHS-000595,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,225,75, Non_reflective, Overhang,0.9,0.01,20,15,9,EnergyPlus Completed Successfully,2,0,0,0,13.47,3.06E+11,2.49E+11,5.53E+11,1.11E+11
596,LHS-000596,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,225,25, Reflective, none,0.9,0.02,8,25,6,EnergyPlus Completed Successfully,2,0,0,0,21.22,1.27E+11,3.74E+11,5.03E+11,5.39E+10
597,LHS-000597,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,180,25, Non_reflective, Overhang,0.1,0.02,12,15,12,EnergyPlus Completed Successfully,2,0,0,0,14.93,1.89E+11,2.52E+11,1.23E+11,1.34E+11
