#,Job_ID,WeatherFile, ModelFile, @@building_fabrics@@, @@orientation@@, @@glazing_ratio@@, @@glazing_coating@@, @@overhang@@, @@infiltration_rate@@, @@fresh_air@@, @@lighting_density@@, @@equipment_open@@, @@occupancy_open@@,Message, Warnings, Errors, Hours, Minutes, Seconds,c0: InteriorLights:Electricity [J](RunPeriod),c1: InteriorEquipment:Electricity [J](RunPeriod),c2: Heating:DistrictHeating [J](RunPeriod),c3: Cooling:DistrictCooling [J](RunPeriod)
0,LHS-000000,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,225,50, Non_reflective, Overhang,0.9,0.005,20,20,12,EnergyPlus Completed Successfully,2,0,0,0,8.72,3.10E+11,3.35E+11,9.51E+10,2.64E+11
1,LHS-000001,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,0,75, Non_reflective, none,0.3,0.005,4,20,6,EnergyPlus Completed Successfully,2,0,0,0,8.21,6.77E+10,3.35E+11,7.10E+10,4.50E+11
2,LHS-000002,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,45,75, Reflective, none,0.5,0.02,12,10,6,EnergyPlus Completed Successfully,2,0,0,0,9.38,1.86E+11,1.67E+11,5.44E+11,8.69E+10
3,LHS-000003,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,135,25, Non_reflective, none,0.9,0.01,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,7.85,1.27E+11,1.67E+11,4.79E+11,3.57E+10
4,LHS-000004,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,225,75, Reflective, none,0.3,0.01,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,14.47,2.46E+11,3.74E+11,8.33E+10,2.84E+11
5,LHS-000005,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,180,75, Reflective, Overhang,0.3,0.015,20,15,6,EnergyPlus Completed Successfully,2,0,0,0,8.29,3.10E+11,2.52E+11,3.80E+11,1.20E+11
6,LHS-000006,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,90,75, Non_reflective, none,0.1,0.005,12,25,12,EnergyPlus Completed Successfully,2,0,0,0,16.56,1.86E+11,3.74E+11,1.26E+10,6.46E+11
7,LHS-000007,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,315,25, Reflective, none,0.1,0.01,24,10,9,EnergyPlus Completed Successfully,2,0,0,0,13.5,3.66E+11,1.30E+11,3.99E+10,1.96E+11
8,LHS-000008,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,270,25, Reflective, Overhang,0.7,0.005,8,25,15,EnergyPlus Completed Successfully,2,0,0,0,14.61,1.27E+11,3.74E+11,1.00E+11,1.09E+11
9,LHS-000009,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,270,75, Non_reflective, none,0.5,0.015,20,20,6,EnergyPlus Completed Successfully,2,0,0,0,11.66,2.82E+11,2.28E+11,2.07E+11,3.24E+11
10,LHS-000010,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,135,75, Reflective, Overhang,0.1,0.005,8,15,12,EnergyPlus Completed Successfully,2,0,0,0,13.65,1.21E+11,1.55E+11,4.42E+11,5.61E+10
11,LHS-000011,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,315,75, Reflective, Overhang,0.3,0.005,12,20,9,EnergyPlus Completed Successfully,2,0,0,0,15.65,1.86E+11,2.93E+11,7.46E+10,2.30E+11
12,LHS-000012,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,225,50, Reflective, none,0.5,0.015,12,15,15,EnergyPlus Completed Successfully,2,0,0,0,12.65,1.74E+11,1.55E+11,2.23E+11,8.47E+10
13,LHS-000013,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,50, Non_reflective, none,0.5,0.015,24,20,15,EnergyPlus Completed Successfully,2,0,0,0,6.66,3.70E+11,3.35E+11,3.73E+11,1.55E+11
14,LHS-000014,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,135,50, Reflective, Overhang,0.1,0.015,4,10,9,EnergyPlus Completed Successfully,2,0,0,0,10.31,6.70E+10,1.67E+11,6.16E+11,2.18E+10
15,LHS-000015,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,270,75, Reflective, none,0.9,0.02,4,15,12,EnergyPlus Completed Successfully,2,0,0,0,19.07,6.70E+10,2.12E+11,8.46E+11,4.36E+10
16,LHS-000016,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,315,25, Non_reflective, Overhang,0.5,0.01,16,15,9,EnergyPlus Completed Successfully,2,0,0,0,10.83,2.49E+11,2.52E+11,1.27E+11,1.36E+11
17,LHS-000017,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,315,25, Non_reflective, Overhang,0.3,0.01,20,15,6,EnergyPlus Completed Successfully,2,0,0,0,16.75,2.82E+11,1.55E+11,1.64E+11,1.08E+11
18,LHS-000018,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,135,25, Reflective, Overhang,0.9,0.005,16,20,9,EnergyPlus Completed Successfully,2,0,0,0,13.59,2.49E+11,3.35E+11,2.23E+11,7.99E+10
19,LHS-000019,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,270,25, Non_reflective, Overhang,0.1,0.005,4,15,6,EnergyPlus Completed Successfully,2,0,0,0,16,6.67E+10,1.55E+11,1.08E+11,7.55E+10
20,LHS-000020,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,45,50, Reflective, Overhang,0.3,0.015,24,20,6,EnergyPlus Completed Successfully,2,0,0,0,11.28,3.66E+11,3.30E+11,3.19E+11,1.07E+11
21,LHS-000021,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,90,50, Reflective, none,0.1,0.015,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,11.25,2.49E+11,4.17E+11,1.73E+11,1.52E+11
22,LHS-000022,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,90,25, Reflective, none,0.3,0.01,4,15,12,EnergyPlus Completed Successfully,2,0,0,0,9.42,6.70E+10,2.49E+11,2.18E+11,4.03E+10
23,LHS-000023,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,90,25, Non_reflective, Overhang,0.7,0.01,16,10,15,EnergyPlus Completed Successfully,2,0,0,0,9.76,2.49E+11,1.70E+11,5.06E+11,3.06E+10
24,LHS-000024,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,0,75, Reflective, Overhang,0.7,0.01,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,16.01,1.27E+11,2.93E+11,2.94E+11,9.84E+10
25,LHS-000025,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,90,50, Reflective, none,0.1,0.01,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,13.72,1.27E+11,2.49E+11,6.37E+10,1.63E+11
26,LHS-000026,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,0,25, Non_reflective, Overhang,0.7,0.02,8,10,15,EnergyPlus Completed Successfully,2,0,0,0,20.56,1.27E+11,1.30E+11,7.02E+11,1.46E+10
27,LHS-000027,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,0,75, Reflective, Overhang,0.9,0.005,24,10,9,EnergyPlus Completed Successfully,2,0,0,0,18.3,3.36E+11,8.16E+10,3.28E+11,9.64E+10
28,LHS-000028,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,45,50, Non_reflective, Overhang,0.5,0.005,24,10,15,EnergyPlus Completed Successfully,2,0,0,0,13.08,3.36E+11,8.16E+10,4.24E+11,7.82E+10
29,LHS-000029,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,315,25, Reflective, none,0.3,0.005,12,15,15,EnergyPlus Completed Successfully,2,0,0,0,11.33,1.86E+11,2.49E+11,7.61E+10,1.21E+11
30,LHS-000030,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,270,25, Non_reflective, none,0.7,0.005,24,25,12,EnergyPlus Completed Successfully,2,0,0,0,20.77,3.66E+11,3.74E+11,9.90E+10,2.14E+11
31,LHS-000031,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,225,75, Non_reflective, none,0.3,0.015,4,15,15,EnergyPlus Completed Successfully,2,0,0,0,13.37,6.70E+10,2.49E+11,2.05E+11,2.27E+11
32,LHS-000032,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,135,75, Non_reflective, none,0.7,0.02,12,20,9,EnergyPlus Completed Successfully,2,0,0,0,9.22,1.89E+11,3.35E+11,6.93E+11,1.26E+11
33,LHS-000033,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,180,25, Non_reflective, Overhang,0.1,0.01,12,15,6,EnergyPlus Completed Successfully,2,0,0,0,11.06,1.86E+11,2.49E+11,8.98E+10,1.55E+11
34,LHS-000034,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,90,75, Reflective, none,0.7,0.01,16,10,15,EnergyPlus Completed Successfully,2,0,0,0,12.6,2.46E+11,1.67E+11,5.58E+11,5.98E+10
35,LHS-000035,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,180,25, Reflective, none,0.3,0.01,20,25,15,EnergyPlus Completed Successfully,2,0,0,0,12.56,2.82E+11,3.02E+11,3.77E+10,2.20E+11
36,LHS-000036,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,270,50, Reflective, Overhang,0.3,0.02,24,10,9,EnergyPlus Completed Successfully,2,0,0,0,14.03,3.36E+11,8.16E+10,2.48E+11,7.97E+10
37,LHS-000037,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,270,25, Non_reflective, none,0.5,0.015,24,10,9,EnergyPlus Completed Successfully,2,0,0,0,11.97,3.70E+11,1.70E+11,1.98E+11,1.27E+11
38,LHS-000038,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,270,75, Reflective, none,0.5,0.015,12,10,6,EnergyPlus Completed Successfully,2,0,0,0,13.15,1.86E+11,1.67E+11,5.55E+11,6.23E+10
39,LHS-000039,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,90,75, Non_reflective, Overhang,0.9,0.01,12,25,6,EnergyPlus Completed Successfully,2,0,0,0,12.58,1.89E+11,4.17E+11,2.33E+11,2.40E+11
40,LHS-000040,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,0,25, Reflective, none,0.1,0.01,8,20,6,EnergyPlus Completed Successfully,2,0,0,0,14.12,1.27E+11,2.93E+11,4.33E+11,4.87E+10
41,LHS-000041,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,180,50, Reflective, none,0.3,0.01,24,25,15,EnergyPlus Completed Successfully,2,0,0,0,12.83,3.36E+11,3.02E+11,4.19E+10,2.99E+11
42,LHS-000042,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,135,75, Non_reflective, Overhang,0.5,0.005,8,10,15,EnergyPlus Completed Successfully,2,0,0,0,14.9,1.27E+11,1.67E+11,2.17E+11,1.34E+11
43,LHS-000043,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,270,50, Reflective, Overhang,0.9,0.015,20,15,9,EnergyPlus Completed Successfully,2,0,0,0,14.5,3.10E+11,2.52E+11,4.04E+11,7.11E+10
44,LHS-000044,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,315,25, Non_reflective, none,0.9,0.01,8,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.91,1.28E+11,4.17E+11,2.89E+11,9.49E+10
45,LHS-000045,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,45,25, Non_reflective, Overhang,0.1,0.015,8,25,12,EnergyPlus Completed Successfully,2,0,0,0,15.49,1.21E+11,3.02E+11,6.78E+10,1.53E+11
46,LHS-000046,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,0,25, Non_reflective, Overhang,0.1,0.005,12,10,6,EnergyPlus Completed Successfully,2,0,0,0,23.69,1.86E+11,1.30E+11,7.99E+10,1.23E+11
47,LHS-000047,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,0,50, Non_reflective, none,0.5,0.015,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,11.61,3.06E+11,4.12E+11,1.35E+11,2.81E+11
48,LHS-000048,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,135,25, Non_reflective, Overhang,0.9,0.02,4,25,9,EnergyPlus Completed Successfully,2,0,0,0,14.26,6.77E+10,4.17E+11,5.16E+11,4.39E+10
49,LHS-000049,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,315,25, Non_reflective, none,0.5,0.015,12,10,12,EnergyPlus Completed Successfully,2,0,0,0,14.83,1.74E+11,8.16E+10,3.33E+11,3.98E+10
50,LHS-000050,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,315,75, Reflective, Overhang,0.9,0.02,24,25,15,EnergyPlus Completed Successfully,2,0,0,0,15.54,3.36E+11,3.02E+11,2.42E+11,1.72E+11
51,LHS-000051,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,45,75, Reflective, Overhang,0.5,0.01,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,16.81,6.67E+10,8.16E+10,4.12E+11,3.45E+10
52,LHS-000052,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,225,75, Non_reflective, Overhang,0.3,0.015,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,16.14,2.46E+11,3.74E+11,9.44E+10,4.01E+11
53,LHS-000053,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,225,75, Reflective, Overhang,0.7,0.02,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,12.37,1.21E+11,1.55E+11,7.68E+11,3.45E+10
54,LHS-000054,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,45,25, Non_reflective, none,0.5,0.01,16,20,9,EnergyPlus Completed Successfully,2,0,0,0,15.31,2.46E+11,2.93E+11,1.05E+11,1.73E+11
55,LHS-000055,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,225,75, Reflective, none,0.9,0.02,8,10,12,EnergyPlus Completed Successfully,2,0,0,0,15.78,1.27E+11,1.30E+11,5.57E+11,5.89E+10
56,LHS-000056,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,180,75, Reflective, Overhang,0.3,0.01,24,20,15,EnergyPlus Completed Successfully,2,0,0,0,11.48,3.70E+11,3.35E+11,1.35E+11,1.98E+11
57,LHS-000057,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,225,75, Reflective, none,0.1,0.02,12,25,15,EnergyPlus Completed Successfully,2,0,0,0,15.09,1.86E+11,3.74E+11,4.20E+11,1.15E+11
58,LHS-000058,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,180,75, Reflective, Overhang,0.3,0.01,20,20,12,EnergyPlus Completed Successfully,2,0,0,0,20.3,2.82E+11,2.28E+11,9.88E+10,2.11E+11
59,LHS-000059,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,315,75, Reflective, none,0.3,0.005,12,20,15,EnergyPlus Completed Successfully,2,0,0,0,15.18,1.86E+11,2.93E+11,3.71E+11,1.17E+11
60,LHS-000060,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,315,25, Non_reflective, none,0.1,0.015,16,20,9,EnergyPlus Completed Successfully,2,0,0,0,10.51,2.46E+11,3.30E+11,7.89E+10,2.23E+11
61,LHS-000061,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,135,50, Non_reflective, Overhang,0.7,0.015,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,13.36,3.10E+11,4.17E+11,2.20E+11,1.71E+11
62,LHS-000062,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,315,75, Non_reflective, none,0.5,0.01,4,20,6,EnergyPlus Completed Successfully,2,0,0,0,16.15,6.70E+10,2.93E+11,1.86E+11,3.11E+11
63,LHS-000063,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,180,50, Non_reflective, Overhang,0.5,0.015,12,25,12,EnergyPlus Completed Successfully,2,0,0,0,23.34,1.86E+11,3.74E+11,1.74E+11,1.81E+11
64,LHS-000064,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,90,75, Non_reflective, none,0.1,0.02,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,14.44,1.21E+11,1.55E+11,1.28E+11,3.19E+11
65,LHS-000065,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,225,25, Reflective, none,0.1,0.02,12,15,9,EnergyPlus Completed Successfully,2,0,0,0,19.9,1.86E+11,2.12E+11,5.65E+11,3.13E+10
66,LHS-000066,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,315,50, Non_reflective, Overhang,0.5,0.01,4,15,12,EnergyPlus Completed Successfully,2,0,0,0,20.57,6.67E+10,1.55E+11,2.63E+11,9.59E+10
67,LHS-000067,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,0,50, Non_reflective, none,0.9,0.015,20,10,15,EnergyPlus Completed Successfully,2,0,0,0,12.46,3.06E+11,1.67E+11,2.33E+11,1.60E+11
68,LHS-000068,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,315,75, Non_reflective, Overhang,0.7,0.02,24,10,6,EnergyPlus Completed Successfully,2,0,0,0,16.24,3.36E+11,8.16E+10,3.86E+11,1.88E+11
69,LHS-000069,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,315,50, Reflective, Overhang,0.9,0.015,16,20,15,EnergyPlus Completed Successfully,2,0,0,0,23.45,2.46E+11,2.93E+11,2.46E+11,9.74E+10
70,LHS-000070,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,225,50, Non_reflective, none,0.1,0.02,8,15,9,EnergyPlus Completed Successfully,2,0,0,0,9.36,1.28E+11,2.52E+11,5.84E+11,8.09E+10
71,LHS-000071,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,315,75, Non_reflective, Overhang,0.7,0.02,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,14.37,2.46E+11,4.12E+11,2.02E+11,2.70E+11
72,LHS-000072,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,135,75, Reflective, none,0.5,0.005,20,20,6,EnergyPlus Completed Successfully,2,0,0,0,10.69,3.10E+11,3.35E+11,7.80E+10,3.11E+11
73,LHS-000073,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,45,50, Reflective, none,0.5,0.01,16,25,9,EnergyPlus Completed Successfully,2,0,0,0,19.12,2.28E+11,3.02E+11,1.21E+11,1.82E+11
74,LHS-000074,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,0,75, Non_reflective, Overhang,0.1,0.005,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,16.23,2.28E+11,3.02E+11,1.68E+10,5.61E+11
75,LHS-000075,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,0,50, Reflective, Overhang,0.9,0.01,8,20,9,EnergyPlus Completed Successfully,2,0,0,0,13.05,1.27E+11,3.30E+11,2.68E+11,8.37E+10
76,LHS-000076,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,0,50, Non_reflective, Overhang,0.7,0.01,4,20,9,EnergyPlus Completed Successfully,2,0,0,0,12.05,6.70E+10,3.30E+11,3.08E+11,8.56E+10
77,LHS-000077,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,270,50, Non_reflective, Overhang,0.9,0.005,24,15,15,EnergyPlus Completed Successfully,2,0,0,0,16.63,3.66E+11,2.12E+11,1.21E+11,2.10E+11
78,LHS-000078,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,45,25, Non_reflective, Overhang,0.5,0.01,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,11.85,1.28E+11,1.70E+11,2.92E+11,5.54E+10
79,LHS-000079,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,0,50, Reflective, Overhang,0.3,0.005,16,20,6,EnergyPlus Completed Successfully,2,0,0,0,15.23,2.46E+11,3.30E+11,9.82E+10,1.86E+11
80,LHS-000080,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,180,75, Non_reflective, none,0.3,0.01,20,20,9,EnergyPlus Completed Successfully,2,0,0,0,19.59,2.82E+11,2.28E+11,7.89E+10,4.36E+11
81,LHS-000081,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,270,75, Reflective, none,0.9,0.005,20,20,9,EnergyPlus Completed Successfully,2,0,0,0,9.16,3.10E+11,3.35E+11,1.35E+11,2.40E+11
82,LHS-000082,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,225,25, Non_reflective, none,0.5,0.01,20,10,15,EnergyPlus Completed Successfully,2,0,0,0,17.85,2.82E+11,8.16E+10,2.17E+11,6.94E+10
83,LHS-000083,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,225,25, Reflective, Overhang,0.9,0.02,12,10,9,EnergyPlus Completed Successfully,2,0,0,0,14.28,1.86E+11,1.67E+11,5.87E+11,2.16E+10
84,LHS-000084,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,180,25, Reflective, none,0.3,0.01,16,20,12,EnergyPlus Completed Successfully,2,0,0,0,12.69,2.46E+11,3.30E+11,5.65E+10,1.74E+11
85,LHS-000085,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,135,50, Reflective, none,0.7,0.02,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,19.42,1.21E+11,1.55E+11,3.29E+11,5.72E+10
86,LHS-000086,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,45,50, Reflective, none,0.5,0.015,16,20,9,EnergyPlus Completed Successfully,2,0,0,0,16.61,2.46E+11,2.93E+11,1.97E+11,1.37E+11
87,LHS-000087,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,90,25, Reflective, Overhang,0.3,0.005,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,14.33,2.46E+11,4.12E+11,4.10E+10,2.22E+11
88,LHS-000088,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,270,50, Reflective, none,0.5,0.01,4,20,9,EnergyPlus Completed Successfully,2,0,0,0,9.29,6.70E+10,3.30E+11,1.95E+11,1.07E+11
89,LHS-000089,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,225,50, Reflective, Overhang,0.5,0.015,8,20,15,EnergyPlus Completed Successfully,2,0,0,0,13.9,1.21E+11,2.28E+11,2.18E+11,7.26E+10
90,LHS-000090,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,270,50, Non_reflective, none,0.3,0.005,4,10,9,EnergyPlus Completed Successfully,2,0,0,0,17.44,6.70E+10,1.30E+11,2.03E+11,1.18E+11
91,LHS-000091,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,315,75, Non_reflective, Overhang,0.1,0.015,12,10,6,EnergyPlus Completed Successfully,2,0,0,0,17.56,1.86E+11,1.30E+11,3.54E+11,1.51E+11
92,LHS-000092,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,270,75, Reflective, none,0.5,0.02,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,10.48,2.46E+11,4.12E+11,1.79E+11,2.14E+11
93,LHS-000093,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,135,50, Reflective, none,0.5,0.015,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,11.97,2.28E+11,3.02E+11,5.10E+11,7.18E+10
94,LHS-000094,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,270,25, Reflective, Overhang,0.9,0.015,12,15,12,EnergyPlus Completed Successfully,2,0,0,0,16.1,1.74E+11,1.55E+11,3.52E+11,2.41E+10
95,LHS-000095,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,0,50, Non_reflective, none,0.1,0.01,16,15,12,EnergyPlus Completed Successfully,2,0,0,0,17.64,2.46E+11,2.12E+11,7.88E+10,2.91E+11
96,LHS-000096,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,315,25, Reflective, none,0.3,0.02,16,15,12,EnergyPlus Completed Successfully,2,0,0,0,13.07,2.46E+11,2.12E+11,1.65E+11,9.57E+10
97,LHS-000097,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,180,50, Reflective, Overhang,0.5,0.02,16,10,9,EnergyPlus Completed Successfully,2,0,0,0,12.9,2.49E+11,1.70E+11,3.91E+11,6.35E+10
98,LHS-000098,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,315,75, Reflective, none,0.7,0.02,24,25,9,EnergyPlus Completed Successfully,2,0,0,0,11.5,3.70E+11,4.17E+11,6.47E+11,1.16E+11
99,LHS-000099,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,0,75, Non_reflective, Overhang,0.9,0.02,20,20,9,EnergyPlus Completed Successfully,2,0,0,0,15.47,2.82E+11,2.28E+11,7.18E+11,1.14E+11
100,LHS-000100,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,135,50, Reflective, Overhang,0.7,0.015,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,18.66,2.46E+11,3.74E+11,5.22E+11,6.65E+10
101,LHS-000101,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,0,75, Reflective, Overhang,0.1,0.01,20,10,15,EnergyPlus Completed Successfully,2,0,0,0,13.96,2.82E+11,8.16E+10,1.66E+11,1.37E+11
102,LHS-000102,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,225,75, Non_reflective, none,0.9,0.01,16,20,6,EnergyPlus Completed Successfully,2,0,0,0,11.31,2.49E+11,3.35E+11,2.27E+11,3.17E+11
103,LHS-000103,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,225,25, Reflective, Overhang,0.3,0.02,4,20,6,EnergyPlus Completed Successfully,2,0,0,0,10.86,6.77E+10,3.35E+11,5.89E+11,3.07E+10
104,LHS-000104,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,135,50, Reflective, none,0.3,0.02,4,10,6,EnergyPlus Completed Successfully,2,0,0,0,20.12,6.70E+10,1.30E+11,6.30E+11,2.81E+10
105,LHS-000105,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,0,25, Non_reflective, none,0.1,0.015,4,15,12,EnergyPlus Completed Successfully,2,0,0,0,11.24,6.70E+10,2.49E+11,2.01E+11,7.03E+10
